iter	MultiClass
581	0.4791944423
582	0.4787477916
583	0.4782946346
584	0.477837224
585	0.4773745701
586	0.4769304668
587	0.4764115511
588	0.4759193583
589	0.4754307076
590	0.4749659634
591	0.474502751
592	0.4739747704
593	0.4735233047
594	0.4730539486
595	0.4725880432
596	0.4721450238
597	0.4717085372
598	0.4711886023
599	0.4707183101
600	0.4702663832
601	0.4698306333
602	0.4693807014
603	0.4688923841
604	0.4684435208
605	0.4679970898
606	0.4675585634
607	0.4671685307
608	0.4666617002
609	0.4662391064
610	0.4658223286
611	0.4653888898
612	0.4646944574
613	0.4642472105
614	0.4637987503
615	0.4633779649
616	0.462977876
617	0.4625135438
618	0.462088624
619	0.4616483883
620	0.4612128847
621	0.4607306322
622	0.4603091313
623	0.4598599647
624	0.4594402371
625	0.4588913765
626	0.4584834203
627	0.4581034086
628	0.4576596232
629	0.4572564648
630	0.4568385547
631	0.4564252851
632	0.4559869235
633	0.455565309
634	0.4551939457
635	0.454773539
636	0.4543612364
637	0.4539673805
638	0.4535479799
639	0.4530822385
640	0.4526662065
641	0.4521566122
642	0.4517226142
643	0.4513185936
644	0.450947365
645	0.4505607394
646	0.4500693509
647	0.449702065
648	0.4492991782
649	0.4489010473
650	0.4485530742
651	0.4481688032
652	0.4478048338
653	0.4473968418
654	0.44702077
655	0.446616397
656	0.4462415857
657	0.4458694046
658	0.4455463246
659	0.4451879918
660	0.4448123402
661	0.4444314052
662	0.4440994733
663	0.4437268741
664	0.4432807649
665	0.4428671398
666	0.4424913957
667	0.4421619536
668	0.4417676097
669	0.4413828725
670	0.4410311318
671	0.4406812117
672	0.4403195947
673	0.439965267
674	0.4395734213
675	0.4391739143
676	0.4388317892
677	0.4384935984
678	0.4381090744
679	0.4377638468
680	0.4373715516
681	0.4370057479
682	0.4366772447
683	0.4362630659
684	0.4358836484
685	0.4355242888
686	0.4351258133
687	0.4347523919
688	0.4343609518
689	0.4339628165
690	0.4336442526
691	0.4333005796
692	0.4329701482
693	0.432623744
694	0.432254913
695	0.4319122939
696	0.4315513062
697	0.4312143771
698	0.4308765532
699	0.4305051715
700	0.4301520561
701	0.4298029081
702	0.4292476394
703	0.4289204283
704	0.4285377032
705	0.4281362553
706	0.4277518441
707	0.4273935654
708	0.4270275018
709	0.4266903183
710	0.4264042611
711	0.4260796502
712	0.4256891722
713	0.4253693894
714	0.4250393792
715	0.4246770919
716	0.4243352834
717	0.4240253524
718	0.4236413014
719	0.4233325961
720	0.422985075
721	0.4226997695
722	0.4223571658
723	0.4220445407
724	0.4217284715
725	0.4214209713
726	0.4210900454
727	0.4207662434
728	0.4204185711
729	0.4200677385
730	0.419754595
731	0.4194420216
732	0.4191196543
733	0.4187801754
734	0.4184825472
735	0.4182038469
736	0.4178645677
737	0.4174857425
738	0.4171571545
739	0.4168523069
740	0.4165214739
741	0.416247326
742	0.4159384233
743	0.4156051856
744	0.4152569327
745	0.4149549809
746	0.4146197943
747	0.4143224199
748	0.4139515035
749	0.4136414365
750	0.4133094387
751	0.4130083556
752	0.4127006322
753	0.4124056199
754	0.4121508657
755	0.411834685
756	0.4115107232
757	0.4112142269
758	0.4108948315
759	0.4105799045
760	0.4103064164
761	0.4099426013
762	0.4096583061
763	0.4093704994
764	0.4090655678
765	0.4087578023
766	0.4084677702
767	0.4081720632
768	0.407878712
769	0.4075878936
770	0.4072982048
771	0.4070007225
772	0.406723558
773	0.406431469
774	0.4061512146
775	0.4058817939
776	0.4055881843
777	0.4052696045
778	0.4049886607
779	0.40469188
780	0.4043848428
781	0.4040728543
782	0.4038041909
783	0.403531439
784	0.4032245899
785	0.4029132592
786	0.4026050179
787	0.4023054071
788	0.4020030716
789	0.4017022067
790	0.4014334853
791	0.4011449111
792	0.4008565881
793	0.4006090033
794	0.3994789948
795	0.3992109766
796	0.3989372232
797	0.3986520142
798	0.3983766924
799	0.3981161545
800	0.3978479121
801	0.3976024731
802	0.3973410106
803	0.3970480185
804	0.3967293822
805	0.396467415
806	0.3962208705
807	0.395925334
808	0.3956167814
809	0.3953679359
810	0.3951045815
811	0.3948318473
812	0.3945559528
813	0.3942911892
814	0.3940336979
815	0.3937718016
816	0.3934715635
817	0.3931505774
818	0.3929127703
819	0.3926548058
820	0.3923861347
821	0.3921075684
822	0.3917715627
823	0.3914911175
824	0.3907735306
825	0.3905131487
826	0.3902364849
827	0.3899963747
828	0.3897195857
829	0.38942146
830	0.3891679557
831	0.388907039
832	0.3886395109
833	0.3883630282
834	0.3880969878
835	0.3878174169
836	0.3875654434
837	0.3873444556
838	0.3870690948
839	0.3868295227
840	0.3865785044
841	0.3863224945
842	0.3860715005
843	0.3858276196
844	0.3855712739
845	0.3853321404
846	0.3851031022
847	0.3848610966
848	0.3845825336
849	0.3843389041
850	0.3840773657
851	0.383831773
852	0.3835788012
853	0.3833187717
854	0.3830332186
855	0.38278731
856	0.3825156746
857	0.3822874348
858	0.3820630864
859	0.3818208992
860	0.3815802696
861	0.3813387614
862	0.3810916555
863	0.3808544019
864	0.3806454312
865	0.3803948514
866	0.3801519609
867	0.3798736045
868	0.3796483534
869	0.3793898029
870	0.379146098
871	0.3789190727
872	0.3786793256
873	0.3784680986
874	0.3782199699
875	0.3779823818
876	0.3777629427
877	0.3775396087
878	0.3772883325
879	0.3770495058
880	0.3768053647
881	0.3765336297
882	0.3762574852
883	0.3759963005
884	0.3757666844
885	0.3755226281
886	0.3753034119
887	0.3750817439
888	0.3748537303
889	0.374612871
890	0.3743665928
891	0.3741256543
892	0.3739196681
893	0.3737305075
894	0.3734930423
895	0.3732464022
896	0.3730215125
897	0.3728085427
898	0.3725876262
899	0.3723901715
900	0.3721684458
901	0.3719686933
902	0.371744254
903	0.3715124714
904	0.3713208981
905	0.3711124106
906	0.3708954182
907	0.3706828166
908	0.3705054801
909	0.3702864417
910	0.3700573348
911	0.3698336295
912	0.3696094571
913	0.3693843866
914	0.3691600886
915	0.3689579497
916	0.3687429339
917	0.3685503984
918	0.3683452098
919	0.3681265448
920	0.3678958136
921	0.3676774873
922	0.3674742771
923	0.3672532689
924	0.3670391693
925	0.366812494
926	0.3665772783
927	0.3663752237
928	0.3661505809
929	0.365941933
930	0.3657638256
931	0.3655733018
932	0.3653554501
933	0.3651671069
934	0.3649628721
935	0.3647609547
936	0.3645674309
937	0.364354355
938	0.3641322995
939	0.3639289693
940	0.3637157203
941	0.3635112189
942	0.3633011597
943	0.3631021848
944	0.3628826116
945	0.3627030339
946	0.3625150453
947	0.3622994152
948	0.3620899392
949	0.3619044869
950	0.3611540315
951	0.3609510385
952	0.3607483054
953	0.3605506362
954	0.3603574799
955	0.3601196326
956	0.3599108836
957	0.3597090356
958	0.3595005149
959	0.3592877475
960	0.3591015852
961	0.358905032
962	0.3587273384
963	0.3584996178
964	0.3583041655
965	0.358079846
966	0.3578570641
967	0.3576687568
968	0.3574859739
969	0.3572737852
970	0.3571039918
971	0.3569034717
972	0.3567224095
973	0.3565412938
974	0.3563405301
975	0.3561380121
976	0.3559419889
977	0.3557647085
978	0.3556124214
979	0.3554241851
980	0.355247022
981	0.3550765103
982	0.3548768674
983	0.3546757906
984	0.3544807127
985	0.3542900346
986	0.3540851325
987	0.3539069269
988	0.3537292023
989	0.3535502892
990	0.3533581231
991	0.3531974239
992	0.3530214624
993	0.3528447917
994	0.3526443904
995	0.3524561054
996	0.3522755038
997	0.3520934435
998	0.351912719
999	0.3517396554
